#{"t_start": 1738270436.6441228, "env_id": "None"}
r,l,t
-519.204861,800,21.36484
-22.831168,82,22.040854
-297.113183,160,23.378117
-7.578896,99,24.218389
-45.58153,104,25.142351
-728.887113,363,29.027666
-35.557657,120,30.070968
7.562363,73,30.680147
-49.590399,75,31.273659
-1.990921,77,31.881452
-1196.198481,800,51.353282
-247.287477,127,52.573017
-8.506545,79,53.218268
-114.546292,75,53.821123
-85.601124,94,54.545591
-12.061916,75,55.123306
-339.200238,217,57.142573
-59.831819,290,59.503201
-147.32327,80,60.117586
-123.586008,129,61.207024
2.987146,69,61.78874
10.132193,120,73.505406
4.933668,69,74.090856
-126.579092,67,74.633015
-279.386051,133,75.658547
-45.657962,117,76.590752
-3.938832,499,80.648327
-4.284075,61,81.117753
-84.161089,83,81.747731
-251.527548,137,82.851613
-1038.187389,596,87.81269
-45.464743,61,88.311393
-698.294134,443,102.595705
-101.988503,66,103.092603
-4.983306,81,103.696852
27.61092,86,104.354716
-90.668899,65,104.907693
43.022001,273,107.001187
8.099866,72,107.540329
-935.611659,480,111.234698
-216.104799,207,112.908349
6.71127,73,113.447107
-10.173923,91,114.132205
-94.971743,129,115.189077
-46.91677,89,115.934031
1.018128,62,116.43595
-1434.651745,798,131.926723
-17.463178,65,132.425333
-105.206864,190,133.903181
-28.624046,90,134.648042
-37.378591,64,135.120333
-130.439936,126,136.061358
-7.834461,90,136.740577
5.082039,155,138.042203
13.608916,65,138.730696
-856.52087,515,153.84924
-134.878073,424,157.948904
-46.722093,176,159.583275
-9.62652,62,160.081205
-16.41199,64,160.58844
74.122872,800,167.252505
-117.261677,143,168.395165
-568.964307,495,179.667386
-210.569389,199,181.2259
4.980022,171,182.573855
-1404.291608,800,189.032363
-74.529075,192,191.197377
-18.635592,95,192.002493
-11.954465,71,192.614352
-358.427537,283,195.086033
22.844695,100,207.066202
44.74843,165,208.428407
22.170898,184,210.228606
-172.457385,171,212.513628
20.832242,75,213.349525
-9.931245,64,213.977094
-174.775907,118,215.030029
-48.819702,81,215.720969
-21.376862,207,217.664427
-111.767712,137,218.874981
-16.208413,160,220.188887
-70.814401,83,220.898844
-6.972997,205,222.59862
45.685044,128,223.638434
-131.16158,68,224.170075
